expense_allowance_fixed_id,clause_fixed_id,clauses,parent_allowance,allowance,is_all_purpose,allowance_amount,payment_frequency,last_adjusted_year,cpi_quarter_last_adjusted,operative_from,operative_to,version_number,last_modified_datetime,published_year
3247.0,2351,18.3(a)(i),,Clothing allowance—Uniform allowance—the lesser of:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020
723.0,2355,18.3(c)(ii),,Meal allowance—Overtime exceeding 4 hours,False,12.23,per occasion,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:40:48+00:00,2020
722.0,2354,18.3(c)(i),,Meal allowance—Overtime of more than one hour after usual finishing time,False,13.56,per occasion,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:40:48+00:00,2020
721.0,2353,18.3(b)(i),,"Travelling, transport and fares—use of own motor vehicle",False,0.8,per km,2014.0,,2020-07-01,2022-06-30,0,2022-02-15T15:41:38+00:00,2020
719.0,2352,15.3(d),Laundry allowance,Clothing allowance—Laundry allowance—Per day or part thereof,False,0.26,per day or part thereof,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2019
720.0,2352,15.3(d),Laundry allowance,Clothing allowance—Laundry allowance—Per week,False,1.29,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2019
3248.0,2352,15.3(d),,Clothing allowance—Laundry allowance—the lesser of:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2019
717.0,2351,15.3(c),Clothing allowance,Clothing allowance—Uniform allowance—Per day or part thereof,False,1.2,per day or part thereof,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2019
718.0,2351,15.3(c),Clothing allowance,Clothing allowance—Uniform allowance—Per week,False,5.92,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2019
3247.0,2351,15.3(c),,Clothing allowance—Uniform allowance—the lesser of:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2019
723.0,2355,15.6(a)(ii),,Meal allowance—Overtime exceeding 4 hours,False,11.98,per occasion,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:40:48+00:00,2019
722.0,2354,15.6(a),,Meal allowance—Overtime of more than one hour after usual finishing time,False,13.29,per occasion,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:40:48+00:00,2019
721.0,2353,15.5(a),,"Travelling, transport and fares—use of own motor vehicle",False,0.78,per km,2014.0,,2014-07-01,2020-06-30,0,2022-02-15T15:40:48+00:00,2019
719.0,2352,15.3(d),Laundry allowance,Clothing allowance—Laundry allowance—Per day or part thereof,False,0.26,per day or part thereof,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2018
720.0,2352,15.3(d),Laundry allowance,Clothing allowance—Laundry allowance—Per week,False,1.29,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2018
3248.0,2352,15.3(d),,Clothing allowance—Laundry allowance—the lesser of:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2018
717.0,2351,15.3(c),Clothing allowance,Clothing allowance—Uniform allowance—Per day or part thereof,False,1.2,per day or part thereof,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2018
718.0,2351,15.3(c),Clothing allowance,Clothing allowance—Uniform allowance—Per week,False,5.92,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2018
3247.0,2351,15.3(c),,Clothing allowance—Uniform allowance—the lesser of:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2018
723.0,2355,15.6(a)(ii),,Meal allowance—Overtime exceeding 4 hours,False,11.61,per occasion,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:48+00:00,2018
722.0,2354,15.6(a),,Meal allowance—Overtime of more than one hour after usual finishing time,False,12.88,per occasion,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:48+00:00,2018
721.0,2353,15.5(a),,"Travelling, transport and fares—use of own motor vehicle",False,0.78,per km,2014.0,,2014-07-01,2020-06-30,0,2022-02-15T15:40:48+00:00,2018
719.0,2352,15.3(d),Laundry allowance,Clothing allowance—Laundry allowance—Per day or part thereof,False,0.26,per day or part thereof,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2017
720.0,2352,15.3(d),Laundry allowance,Clothing allowance—Laundry allowance—Per week,False,1.29,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2017
3248.0,2352,15.3(d),,Clothing allowance—Laundry allowance—the lesser of:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2017
717.0,2351,15.3(c),Clothing allowance,Clothing allowance—Uniform allowance—Per day or part thereof,False,1.2,per day or part thereof,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2017
718.0,2351,15.3(c),Clothing allowance,Clothing allowance—Uniform allowance—Per week,False,5.92,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2017
3247.0,2351,15.3(c),,Clothing allowance—Uniform allowance—the lesser of:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2017
723.0,2355,15.6(a)(ii),,Meal allowance—Overtime exceeding 4 hours,False,11.37,per occasion,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:48+00:00,2017
722.0,2354,15.6(a),,Meal allowance—Overtime of more than one hour after usual finishing time,False,12.62,per occasion,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:48+00:00,2017
721.0,2353,15.5(a),,"Travelling, transport and fares—use of own motor vehicle",False,0.78,per km,2014.0,,2014-07-01,2020-06-30,0,2022-02-15T15:40:48+00:00,2017
719.0,2352,15.3(d),Laundry allowance,Clothing allowance—Laundry allowance—Per day or part thereof,False,0.26,per day or part thereof,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2016
720.0,2352,15.3(d),Laundry allowance,Clothing allowance—Laundry allowance—Per week,False,1.29,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2016
3248.0,2352,15.3(d),,Clothing allowance—Laundry allowance—the lesser of:,False,,,,,,,0,2023-04-05T17:24:54+00:00,2016
717.0,2351,15.3(c),Clothing allowance,Clothing allowance—Uniform allowance—Per day or part thereof,False,1.2,per day or part thereof,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2016
718.0,2351,15.3(c),Clothing allowance,Clothing allowance—Uniform allowance—Per week,False,5.92,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2016
3247.0,2351,15.3(c),,Clothing allowance—Uniform allowance—the lesser of:,False,,,,,,,0,2023-04-05T17:24:54+00:00,2016
723.0,2355,15.6(a)(ii),,Meal allowance—Overtime exceeding 4 hours,False,11.25,per occasion,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:48+00:00,2016
722.0,2354,15.6(a),,Meal allowance—Overtime of more than one hour after usual finishing time,False,12.48,per occasion,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:48+00:00,2016
721.0,2353,15.5(a),,"Travelling, transport and fares—use of own motor vehicle",False,0.78,per km,2014.0,,2014-07-01,2020-06-30,0,2022-02-15T15:40:48+00:00,2016
719.0,2352,15.3(d),Laundry allowance,Clothing allowance—Laundry allowance—Per day or part thereof,False,0.26,per day or part thereof,2008.0,,2010-01-01,,0,2023-04-05T17:21:08+00:00,2015
720.0,2352,15.3(d),Laundry allowance,Clothing allowance—Laundry allowance—Per week,False,1.29,per week,2008.0,,2010-01-01,,0,2023-04-05T17:21:08+00:00,2015
3248.0,2352,15.3(d),,Clothing allowance—Laundry allowance—the lesser of:,False,,,,,,,0,2023-04-05T17:24:53+00:00,2015
717.0,2351,15.3(c),Clothing allowance,Clothing allowance—Uniform allowance—Per day or part thereof,False,1.2,per day or part thereof,2008.0,,2010-01-01,,0,2023-04-05T17:21:08+00:00,2015
718.0,2351,15.3(c),Clothing allowance,Clothing allowance—Uniform allowance—Per week,False,5.92,per week,2008.0,,2010-01-01,,0,2023-04-05T17:21:08+00:00,2015
3247.0,2351,15.3(c),,Clothing allowance—Uniform allowance—the lesser of:,False,,,,,,,0,2023-04-05T17:24:53+00:00,2015
723.0,2355,15.6(a)(ii),,Meal allowance—Overtime exceeding 4 hours,False,11.0,per occasion,2014.0,,2015-07-01,2016-06-30,0,2022-02-15T15:40:48+00:00,2015
722.0,2354,15.6(a),,Meal allowance—Overtime of more than one hour after usual finishing time,False,12.21,per occasion,2014.0,,2015-07-01,2016-06-30,0,2022-02-15T15:40:48+00:00,2015
721.0,2353,15.5(a),,"Travelling, transport and fares—use of own motor vehicle",False,0.78,per km,2014.0,,2014-07-01,2020-06-30,0,2022-02-15T15:40:48+00:00,2015
725.0,2357,18.2(a)(i),,Meal allowance—overtime—Monday to Friday,False,18.23,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
726.0,2357,18.2(a)(i),,Meal allowance—overtime—Monday to Friday—further allowance,False,14.53,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
727.0,2358,18.2(a)(ii),,Meal allowance—overtime—Saturday or Sunday,False,18.23,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
728.0,2358,18.2(a)(ii),,Meal allowance—overtime—Saturday or Sunday—further allowance,False,14.53,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
724.0,2356,18.3,,Uniform allowance,False,3.65,per week,2008.0,,2010-01-01,,1,2023-06-02T10:12:41+00:00,2023
730.0,2359,18.4(a)(i),,Vehicle allowance—Motor car,False,0.95,per km,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
9480.0,22924,18.4(a)(ii),,Vehicle allowance—Motorcycle,False,0.32,per km,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
725.0,2357,18.2(a)(i),,Meal allowance—overtime—Monday to Friday,False,16.91,per occasion,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
726.0,2357,18.2(a)(i),,Meal allowance—overtime—Monday to Friday—further allowance,False,13.48,per occasion,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
727.0,2358,18.2(a)(ii),,Meal allowance—overtime—Saturday or Sunday,False,16.91,per occasion,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
728.0,2358,18.2(a)(ii),,Meal allowance—overtime—Saturday or Sunday—further allowance,False,13.48,per occasion,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
724.0,2356,18.3,,Uniform allowance,False,3.65,per week,2008.0,,2010-01-01,,1,2022-06-24T15:24:21+00:00,2022
730.0,2359,18.4(a)(i),,Vehicle allowance—Motor car,False,0.91,per km,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
9480.0,22924,18.4(a)(ii),,Vehicle allowance—Motorcycle,False,0.31,per km,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
725.0,2357,18.2(a)(i),,Meal allowance—overtime—Monday to Friday,False,16.53,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
726.0,2357,18.2(a)(i),,Meal allowance—overtime—Monday to Friday—further allowance,False,13.18,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
727.0,2358,18.2(a)(ii),,Meal allowance—overtime—Saturday or Sunday,False,16.53,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
728.0,2358,18.2(a)(ii),,Meal allowance—overtime—Saturday or Sunday—further allowance,False,13.18,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
724.0,2356,18.3,,Uniform allowance,False,3.65,per week,2008.0,,2010-01-01,,1,2022-02-15T15:41:38+00:00,2021
730.0,2359,18.4(a)(i),,Vehicle allowance—Motor car,False,0.8,per km,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
9480.0,22924,18.4(a)(ii),,Vehicle allowance—Motorcycle,False,0.27,per km,2019.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
725.0,2357,18.2(a)(i),,Meal allowance—overtime—Monday to Friday,False,16.28,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:50+00:00,2020
726.0,2357,18.2(a)(i),,Meal allowance—overtime—Monday to Friday—further allowance,False,12.98,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:50+00:00,2020
727.0,2358,18.2(a)(ii),,Meal allowance—overtime—Saturday or Sunday,False,16.28,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:50+00:00,2020
728.0,2358,18.2(a)(ii),,Meal allowance—overtime—Saturday or Sunday—further allowance,False,12.98,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:50+00:00,2020
724.0,2356,18.3,,Uniform allowance,False,3.65,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2020
730.0,2359,18.4(a)(i),,Vehicle allowance—Motor car,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:50+00:00,2020
9480.0,22924,18.4(a)(ii),,Vehicle allowance—Motorcycle,False,0.26,per km,2019.0,,2019-07-01,2021-06-30,0,2022-02-15T15:40:51+00:00,2020
725.0,2357,19.1(a),,Meal allowance—overtime—Monday to Friday,False,15.94,per occasion,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:40:50+00:00,2019
726.0,2357,19.1(a),,Meal allowance—overtime—Monday to Friday—further allowance,False,12.71,per occasion,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:40:50+00:00,2019
727.0,2358,19.1(b),,Meal allowance—overtime—Saturday or Sunday,False,15.94,per occasion,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:40:50+00:00,2019
728.0,2358,19.1(b),,Meal allowance—overtime—Saturday or Sunday—further allowance,False,12.71,per occasion,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:40:50+00:00,2019
724.0,2356,19.2,,Uniform allowance,False,3.65,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2019
730.0,2359,19.3(a),,Vehicle allowance—Motor car,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:50+00:00,2019
9480.0,2359,19.3(a),,Vehicle allowance—Motorcycle,False,0.26,per km,2014.0,,2014-07-01,2021-06-30,0,2023-04-05T17:24:55+00:00,2019
725.0,2357,19.1(a),,Meal allowance—overtime—Monday to Friday,False,15.45,per occasion,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:50+00:00,2018
726.0,2357,19.1(a),,Meal allowance—overtime—Monday to Friday—further allowance,False,12.32,per occasion,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:50+00:00,2018
727.0,2358,19.1(b),,Meal allowance—overtime—Saturday or Sunday,False,15.45,per occasion,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:50+00:00,2018
728.0,2358,19.1(b),,Meal allowance—overtime—Saturday or Sunday—further allowance,False,12.32,per occasion,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:50+00:00,2018
724.0,2356,19.2,,Uniform allowance,False,3.65,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2018
730.0,2359,19.3(a),,Vehicle allowance—Motor car,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:50+00:00,2018
9480.0,2359,19.3(a),,Vehicle allowance—Motorcycle,False,0.26,per km,2014.0,,2014-07-01,2021-06-30,0,2023-04-05T17:24:55+00:00,2018
725.0,2357,19.1(a),,Meal allowance—overtime—Monday to Friday,False,15.14,per occasion,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:50+00:00,2017
726.0,2357,19.1(a),,Meal allowance—overtime—Monday to Friday—further allowance,False,12.07,per occasion,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:50+00:00,2017
727.0,2358,19.1(b),,Meal allowance—overtime—Saturday or Sunday,False,15.14,per occasion,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:50+00:00,2017
728.0,2358,19.1(b),,Meal allowance—overtime—Saturday or Sunday—further allowance,False,12.07,per occasion,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:50+00:00,2017
724.0,2356,19.2,,Uniform allowance,False,3.65,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2017
730.0,2359,19.3(a) ,,Vehicle allowance—Motor car,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:50+00:00,2017
,2359,19.3(a) ,,Vehicle allowance—Motorcycle,False,0.26,per km,2014.0,,2014-07-01,2021-06-30,0,2023-07-03T12:42:35+00:00,2017
725.0,2357,19.1(a),,Meal allowance—overtime—Monday to Friday,False,14.98,per occasion,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:50+00:00,2016
726.0,2357,19.1(a),,Meal allowance—overtime—Monday to Friday—further allowance,False,11.94,per occasion,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:50+00:00,2016
727.0,2358,19.1(b),,Meal allowance—overtime—Saturday or Sunday,False,14.98,per occasion,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:50+00:00,2016
728.0,2358,19.1(b),,Meal allowance—overtime—Saturday or Sunday—further allowance,False,11.94,per occasion,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:50+00:00,2016
724.0,2356,19.2,,Uniform allowance,False,3.65,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2016
730.0,2359,19.3(a) ,,Vehicle allowance—Motor car,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:50+00:00,2016
9480.0,2359,19.3(a) ,,Vehicle allowance—Motorcycle,False,0.26,per km,2014.0,,2014-07-01,2021-06-30,0,2023-04-05T17:24:54+00:00,2016
725.0,2357,19.1(a),,Meal allowance—overtime—Monday to Friday,False,14.65,per occasion,2014.0,,2015-07-01,2016-06-30,0,2022-02-15T15:40:50+00:00,2015
726.0,2357,19.1(a),,Meal allowance—overtime—Monday to Friday—further allowance,False,11.68,per occasion,2014.0,,2015-07-01,2016-06-30,0,2022-02-15T15:40:50+00:00,2015
727.0,2358,19.1(b),,Meal allowance—overtime—Saturday or Sunday,False,14.65,per occasion,2014.0,,2015-07-01,2016-06-30,0,2022-02-15T15:40:50+00:00,2015
728.0,2358,19.1(b),,Meal allowance—overtime—Saturday or Sunday—further allowance,False,11.68,per occasion,2014.0,,2015-07-01,2016-06-30,0,2022-02-15T15:40:50+00:00,2015
724.0,2356,19.2,,Uniform allowance,False,3.65,per week,2008.0,,2010-01-01,,0,2023-04-05T17:21:08+00:00,2015
730.0,2359,19.3(a) ,,Vehicle allowance—Motor car,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:50+00:00,2015
9480.0,2359,19.3(a) ,,Vehicle allowance—Motorcycle,False,0.26,per km,2014.0,,2014-07-01,2021-06-30,0,2023-04-05T17:24:53+00:00,2015
5299.0,2364,17.4(a)(i),,Casual employees:,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023
5298.0,2360,17.3(a)(i),,Full-time and part-time employees:,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023
734.0,2362,17.3(c)(ii),,Meal allowances—Late night—second meal break,False,15.58,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
735.0,2363,17.3(c)(iii),,Meal allowances—Overtime on Sunday,False,15.58,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
736.0,2363,17.3(c)(iii),,Meal allowances—Overtime on Sunday—more than 8 hours’ work,False,13.98,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
732.0,2361,17.3(c)(i),,Meal allowances—Overtime—at least one hour,False,15.58,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
733.0,2361,17.3(c)(i),,Meal allowances—Overtime—exceeds 4 hours,False,13.98,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
731.0,2360,17.3(a)(i),,Transport allowance—use of own motor vehicle,False,0.95,per km,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
737.0,2364,17.4(a)(i),,Travelling allowances—11km up to 25km from capital city GPO,False,13.03,per engagement,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
738.0,2365,17.4(a)(ii),,Travelling allowances—25km up to 50km from capital city GPO,False,26.14,per engagement,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
739.0,2366,17.4(b)(v),,"Travelling allowances—Distant work, fares and accommodation—use of own motor vehicle",False,0.95,per km,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
5299.0,2364,17.4(a)(i),,Casual employees:,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022
5298.0,2360,17.3(a)(i),,Full-time and part-time employees:,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022
734.0,2362,17.3(c)(ii),,Meal allowances—Late night—second meal break,False,14.45,per occasion,2021.0,September Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
735.0,2363,17.3(c)(iii),,Meal allowances—Overtime on Sunday,False,14.45,per occasion,2021.0,September Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
736.0,2363,17.3(c)(iii),,Meal allowances—Overtime on Sunday—more than 8 hours’ work,False,12.97,per occasion,2021.0,September Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
732.0,2361,17.3(c)(i),,Meal allowances—Overtime—at least one hour,False,14.45,per occasion,2021.0,September Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
733.0,2361,17.3(c)(i),,Meal allowances—Overtime—exceeds 4 hours,False,12.97,per occasion,2021.0,September Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
731.0,2360,17.3(a)(i),,Transport allowance—use of own motor vehicle,False,0.91,per km,2021.0,September Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
737.0,2364,17.4(a)(i),,Travelling allowances—11km up to 25km from capital city GPO,False,12.5,per engagement,2021.0,September Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
738.0,2365,17.4(a)(ii),,Travelling allowances—25km up to 50km from capital city GPO,False,25.07,per engagement,2021.0,September Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
739.0,2366,17.4(b)(v),,"Travelling allowances—Distant work, fares and accommodation—use of own motor vehicle",False,0.91,per km,2021.0,September Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
5299.0,2364,17.4(a)(i),,Casual employees:,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021
5298.0,2360,17.3(a)(i),,Full-time and part-time employees:,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021
734.0,2362,17.3(c)(ii),,Meal allowances—Late night—second meal break,False,14.21,per occasion,2020.0,December Quarter,2021-11-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
735.0,2363,17.3(c)(iii),,Meal allowances—Overtime on Sunday,False,14.21,per occasion,2020.0,December Quarter,2021-11-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
736.0,2363,17.3(c)(iii),,Meal allowances—Overtime on Sunday—more than 8 hours’ work,False,12.75,per occasion,2020.0,December Quarter,2021-11-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
732.0,2361,17.3(c)(i),,Meal allowances—Overtime—at least one hour,False,14.21,per occasion,2020.0,December Quarter,2021-11-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
733.0,2361,17.3(c)(i),,Meal allowances—Overtime—exceeds 4 hours,False,12.75,per occasion,2020.0,December Quarter,2021-11-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
731.0,2360,17.3(a)(i),,Transport allowance—use of own motor vehicle,False,0.85,per km,2014.0,,2021-11-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
737.0,2364,17.4(a)(i),,Travelling allowances—11km up to 25km from capital city GPO,False,11.67,per engagement,2014.0,,2021-11-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
738.0,2365,17.4(a)(ii),,Travelling allowances—25km up to 50km from capital city GPO,False,23.4,per engagement,2014.0,,2021-11-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
739.0,2366,17.4(b)(v),,"Travelling allowances—Distant work, fares and accommodation—use of own motor vehicle",False,0.85,per km,2014.0,,2021-11-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
5299.0,2364,17.4(a)(i),,Casual employees:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020
5298.0,2360,17.3(a)(i),,Full-time and part-time employees:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020
734.0,2362,17.3(c)(ii),,Meal allowances—Late night—second meal break,False,14.05,per occasion,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:51+00:00,2020
735.0,2363,17.3(c)(iii),,Meal allowances—Overtime on Sunday,False,14.05,per occasion,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:51+00:00,2020
736.0,2363,17.3(c)(iii),,Meal allowances—Overtime on Sunday—more than 8 hours’ work,False,12.6,per occasion,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:51+00:00,2020
732.0,2361,17.3(c)(i),,Meal allowances—Overtime—at least one hour,False,14.05,per occasion,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:51+00:00,2020
733.0,2361,17.3(c)(i),,Meal allowances—Overtime—exceeds 4 hours,False,12.6,per occasion,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:51+00:00,2020
731.0,2360,17.3(a)(i),,Transport allowance—use of own motor vehicle,False,0.78,per km,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:51+00:00,2020
737.0,2364,17.4(a)(i),,Travelling allowances—11km up to 25km from capital city GPO,False,10.72,per engagement,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:51+00:00,2020
738.0,2365,17.4(a)(ii),,Travelling allowances—25km up to 50km from capital city GPO,False,21.5,per engagement,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:51+00:00,2020
739.0,2366,17.4(b)(v),,"Travelling allowances—Distant work, fares and accommodation—use of own motor vehicle",False,0.78,per km,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:52+00:00,2020
5299.0,2364,14.3(a)(i),,Casual employees:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2019
5298.0,2360,14.2(a)(i),,Full-time and part-time employees:,False,,,,,,,0,2022-02-15T15:41:38+00:00,2019
734.0,2362,14.2(c)(ii),,Meal allowances—Late night—second meal break,False,13.63,per occasion,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:51+00:00,2019
735.0,2363,14.2(c)(iii),,Meal allowances—Overtime on Sunday,False,13.63,per occasion,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:51+00:00,2019
736.0,2363,14.2(c)(iii),,Meal allowances—Overtime on Sunday—more than 8 hours’ work,False,12.22,per occasion,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:51+00:00,2019
