,classification_fixed_id,base_pay_rate_id,base_rate_type,base_rate,calculated_pay_rate_id,calculated_rate_type,calculated_rate,parent_classification_name,classification,classification_level,employee_rate_type_code_x,operative_from,operative_to,version_number,published_year,last_modified_datetime,awards,employee_rate_type_code_y
5235,6389,BR95011,Hourly,27.65,,,,Second and subsequent year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,130,TN
5236,6386,BR95008,Hourly,26.65,,,,First year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,130,TN
5237,6868,BR95406,Hourly,26.65,,,,First year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,TN
5238,6871,BR95409,Hourly,27.65,,,,Second and subsequent year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,TN
5239,7321,BR95788,Hourly,27.65,,,,Second and subsequent year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,TN
5240,7318,BR95785,Hourly,26.65,,,,First year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,TN
5241,7867,BR96239,Hourly,26.65,,,,First year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,140,TN
5242,7870,BR96242,Hourly,27.65,,,,Second and subsequent year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,140,TN
5243,8188,BR96516,Hourly,27.65,,,,Second and subsequent year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,142,TN
5244,8185,BR96513,Hourly,26.65,,,,First year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,142,TN
5245,10444,BR98466,Hourly,27.65,,,,Second and subsequent year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,155,TN
5246,10441,BR98463,Hourly,26.65,,,,First year of traineeship,wage level a ,3.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,155,TN
5247,5959,BR94663,Weekly,1116.7,,,,,mechanical trades 4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,128,AD
5248,5958,BR94662,Weekly,1116.7,,,,,electrical trades 4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,128,AD
5249,5961,BR94665,Weekly,1140.7,,,,,electrical trades 5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,128,AD
5250,5962,BR94666,Weekly,1140.7,,,,,mechanical trades 5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,128,AD
5251,6251,BR94896,Weekly,995.0,,,,100,printing engineer [#t],1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5252,6254,BR102590,Weekly,995.0,,,,100,adelaide and hobart,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5253,6262,BR94906,Weekly,895.1,,,,84,proof readers assistant,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5254,6255,BR94899,Weekly,995.0,,,,100,maintenance tradesperson [#t],1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5255,6230,BR94883,Weekly,901.0,,,,85,production assistant 1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5256,6264,BR94908,Weekly,871.0,,,,80,not otherwise specified,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,130,AD
5257,6261,BR94905,Weekly,901.0,,,,85,fork-lift or crane driver (adelaide and hobart),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5258,6263,BR94907,Weekly,895.1,,,,84,other publishing duties not otherwise specified,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5259,6253,BR94898,Weekly,995.0,,,,100,motor mechanic [#t],1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5260,6260,BR94904,Weekly,901.0,,,,85,marker and/or label hand,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5261,6257,BR94901,Weekly,908.1,,,,86.2,counter stacker operator,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5262,6249,BR102589,Weekly,995.0,,,,100,hobart only,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5263,6256,BR94900,Weekly,995.0,,,,100,compositor / ad builder [#t],1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5264,6258,BR94902,Weekly,908.1,,,,86.2,motor driver,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5265,6248,BR94894,Weekly,995.0,,,,100,tradesmen,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5266,6259,BR94903,Weekly,901.0,,,,85,under wrapper / wire tyer operator,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5267,6250,BR94895,Weekly,995.0,,,,100,printing electrician [#t],1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5268,6252,BR94897,Weekly,995.0,,,,100,printing machinist [#t],1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5269,6247,BR94893,Weekly,1064.6,,,,111.6,technician,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5270,6246,BR94892,Weekly,1100.4,,,,117.4,senior technician,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,130,AD
5271,6265,BR94909,Piece rate,1.26,,,,,motor,1.0,AD,2022-07-01,2023-03-14,5.0,2022,2023-03-15T13:07:38+00:00,130,AD
5272,6398,BR95018,Weekly,1681.6,,,,,maternal and child health nurse coordinator,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,131,AD
5273,6393,BR95014,Weekly,1536.8,,,,Maternal and child health nurse,1st year of experience,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,131,AD
5274,6396,BR95016,Weekly,1420.5,,,,Immunisation nurse,1st year of experience,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,131,AD
5275,6399,BR95019,Weekly,1132.5,,,,,standard rate (for allowance purposes only),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,131,AD
5276,6394,BR95015,Weekly,1568.5,,,,Maternal and child health nurse,2nd year of experience,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,131,AD
5277,6397,BR95017,Weekly,1444.5,,,,Immunisation nurse,2nd year of experience,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,131,AD
5278,6537,BR95135,Annual,86409.0,,,,,14,9.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,133,AD
5279,6604,BR95184,Annual,48482.0,CR27888,Hourly,24.45,A,ta 1 ,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5280,6604,BR95184,Annual,48482.0,CR27887,Fortnightly,1858.3,A,ta 1 ,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5281,6604,BR95184,Annual,48482.0,CR27889,Casual hourly,30.56,A,ta 1 ,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5282,6605,BR95185,Annual,49309.0,CR27890,Fortnightly,1890.0,B,ta 1 ,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5283,6605,BR95185,Annual,49309.0,CR27891,Hourly,24.87,B,ta 1 ,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5284,6605,BR95185,Annual,49309.0,CR27892,Casual hourly,31.09,B,ta 1 ,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5285,6606,BR95186,Annual,50110.0,CR27895,Casual hourly,31.59,C,ta 1 ,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5286,6606,BR95186,Annual,50110.0,CR27894,Hourly,25.27,C,ta 1 ,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5287,6606,BR95186,Annual,50110.0,CR27893,Fortnightly,1920.7,C,ta 1 ,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5288,6607,BR95187,Annual,50368.0,CR27897,Hourly,25.4,D,ta 1 ,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5289,6607,BR95187,Annual,50368.0,CR27898,Casual hourly,31.75,D,ta 1 ,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5290,6607,BR95187,Annual,50368.0,CR27896,Fortnightly,1930.6,D,ta 1 ,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5291,6709,BR95272,Annual,51778.0,CR28152,Hourly,26.11,,calltaker,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5292,6709,BR95272,Annual,51778.0,CR28153,Casual hourly,32.64,,calltaker,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5293,6709,BR95272,Annual,51778.0,CR28151,Fortnightly,1984.6,,calltaker,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5294,6729,BR95290,Annual,60950.0,CR28205,Fortnightly,2336.2,,wm 1-1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5295,6729,BR95290,Annual,60950.0,CR28206,Hourly,30.74,,wm 1-1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5296,6729,BR95290,Annual,60950.0,CR28207,Casual hourly,38.43,,wm 1-1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5297,6712,BR95275,Annual,44836.0,CR28161,Hourly,22.61,,trainee officer,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5298,6712,BR95275,Annual,44836.0,CR28162,Casual hourly,28.26,,trainee officer,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5299,6712,BR95275,Annual,44836.0,CR28160,Fortnightly,1718.6,,trainee officer,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5300,6716,BR95278,Annual,45881.0,CR28170,Hourly,23.14,,rw 1-1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5301,6716,BR95278,Annual,45881.0,CR28169,Fortnightly,1758.6,,rw 1-1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5302,6716,BR95278,Annual,45881.0,CR28171,Casual hourly,28.93,,rw 1-1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5303,6739,BR95299,Annual,60950.0,CR28233,Hourly,30.74,,sm 1-1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5304,6739,BR95299,Annual,60950.0,CR28232,Fortnightly,2336.2,,sm 1-1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5305,6739,BR95299,Annual,60950.0,CR28234,Casual hourly,38.43,,sm 1-1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5306,6706,BR95269,Annual,49452.0,CR28144,Casual hourly,31.18,1,fw 1 ,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5307,6706,BR95269,Annual,49452.0,CR28142,Fortnightly,1895.5,1,fw 1 ,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5308,6706,BR95269,Annual,49452.0,CR28143,Hourly,24.94,1,fw 1 ,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5309,6713,BR95276,Annual,47775.0,CR28163,Fortnightly,1831.2,,operational support officer,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5310,6713,BR95276,Annual,47775.0,CR28164,Hourly,24.09,,operational support officer,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5311,6713,BR95276,Annual,47775.0,CR28165,Casual hourly,30.11,,operational support officer,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5312,6717,BR95279,Annual,46582.0,CR28174,Casual hourly,29.36,,rw 1-2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5313,6717,BR95279,Annual,46582.0,CR28172,Fortnightly,1785.5,,rw 1-2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5314,6717,BR95279,Annual,46582.0,CR28173,Hourly,23.49,,rw 1-2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5315,6710,BR95273,Annual,60487.0,CR28156,Casual hourly,38.14,,dispatcher,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5316,6710,BR95273,Annual,60487.0,CR28155,Hourly,30.51,,dispatcher,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5317,6710,BR95273,Annual,60487.0,CR28154,Fortnightly,2318.5,,dispatcher,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5318,6740,BR95300,Annual,62034.0,CR28237,Casual hourly,39.11,,sm 1-2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5319,6740,BR95300,Annual,62034.0,CR28235,Fortnightly,2377.8,,sm 1-2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5320,6740,BR95300,Annual,62034.0,CR28236,Hourly,31.29,,sm 1-2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5321,6730,BR95291,Annual,62034.0,CR28210,Casual hourly,39.11,,wm 1-2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5322,6730,BR95291,Annual,62034.0,CR28208,Fortnightly,2377.8,,wm 1-2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5323,6730,BR95291,Annual,62034.0,CR28209,Hourly,31.29,,wm 1-2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5324,6731,BR95292,Annual,63549.0,CR28211,Fortnightly,2435.8,,wm 1-3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5325,6731,BR95292,Annual,63549.0,CR28212,Hourly,32.05,,wm 1-3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5326,6731,BR95292,Annual,63549.0,CR28213,Casual hourly,40.06,,wm 1-3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5327,6718,BR95280,Annual,48171.0,CR28177,Casual hourly,30.36,,rw 1-3,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5328,6718,BR95280,Annual,48171.0,CR28175,Fortnightly,1846.4,,rw 1-3,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5329,6718,BR95280,Annual,48171.0,CR28176,Hourly,24.29,,rw 1-3,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5330,6714,BR95277,Annual,65207.0,CR28167,Hourly,32.89,,manager,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5331,6714,BR95277,Annual,65207.0,CR28166,Fortnightly,2499.4,,manager,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5332,6714,BR95277,Annual,65207.0,CR28168,Casual hourly,41.11,,manager,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5333,6741,BR95301,Annual,63549.0,CR28240,Casual hourly,40.06,,sm 1-3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5334,6741,BR95301,Annual,63549.0,CR28238,Fortnightly,2435.8,,sm 1-3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5335,6741,BR95301,Annual,63549.0,CR28239,Hourly,32.05,,sm 1-3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5336,6732,BR95293,Annual,65640.0,CR28215,Hourly,33.11,,wm 2-1,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5337,6732,BR95293,Annual,65640.0,CR28216,Casual hourly,41.39,,wm 2-1,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5338,6732,BR95293,Annual,65640.0,CR28214,Fortnightly,2516.0,,wm 2-1,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5339,6742,BR95302,Annual,65640.0,CR28242,Hourly,33.11,,sm 2-1,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5340,6742,BR95302,Annual,65640.0,CR28243,Casual hourly,41.39,,sm 2-1,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5341,6742,BR95302,Annual,65640.0,CR28241,Fortnightly,2516.0,,sm 2-1,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5342,6719,BR95281,Annual,48872.0,CR28179,Hourly,24.65,,rw 1-4,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5343,6719,BR95281,Annual,48872.0,CR28178,Fortnightly,1873.3,,rw 1-4,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5344,6719,BR95281,Annual,48872.0,CR28180,Casual hourly,30.81,,rw 1-4,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5345,6720,BR95282,Annual,49418.0,CR28183,Casual hourly,31.15,,rw 2-1,5.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5346,6720,BR95282,Annual,49418.0,CR28181,Fortnightly,1894.2,,rw 2-1,5.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5347,6720,BR95282,Annual,49418.0,CR28182,Hourly,24.92,,rw 2-1,5.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5348,6609,BR95188,Annual,52601.0,CR27900,Hourly,26.53,A,to 1 ,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5349,6609,BR95188,Annual,52601.0,CR27901,Casual hourly,33.16,A,to 1 ,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5350,6609,BR95188,Annual,52601.0,CR27899,Fortnightly,2016.2,A,to 1 ,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5351,6610,BR95189,Annual,53507.0,CR27903,Hourly,26.99,B,to 1 ,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5352,6610,BR95189,Annual,53507.0,CR27904,Casual hourly,33.74,B,to 1 ,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5353,6610,BR95189,Annual,53507.0,CR27902,Fortnightly,2050.9,B,to 1 ,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5354,6611,BR95190,Annual,54260.0,CR27906,Hourly,27.37,C,to 1 ,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5355,6611,BR95190,Annual,54260.0,CR27907,Casual hourly,34.21,C,to 1 ,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5356,6611,BR95190,Annual,54260.0,CR27905,Fortnightly,2079.8,C,to 1 ,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5357,6612,BR95191,Annual,55342.0,CR27908,Fortnightly,2121.3,D,to 1 ,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5358,6612,BR95191,Annual,55342.0,CR27909,Hourly,27.91,D,to 1 ,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5359,6612,BR95191,Annual,55342.0,CR27910,Casual hourly,34.89,D,to 1 ,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5360,6613,BR95192,Annual,55639.0,CR27911,Fortnightly,2132.6,E,to 1 ,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5361,6613,BR95192,Annual,55639.0,CR27912,Hourly,28.06,E,to 1 ,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5362,6613,BR95192,Annual,55639.0,CR27913,Casual hourly,35.08,E,to 1 ,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5363,6614,BR95193,Annual,56557.0,CR27914,Fortnightly,2167.8,F,to 1 ,10.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5364,6614,BR95193,Annual,56557.0,CR27916,Casual hourly,35.65,F,to 1 ,10.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5365,6614,BR95193,Annual,56557.0,CR27915,Hourly,28.52,F,to 1 ,10.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5366,6615,BR95194,Annual,57513.0,CR27918,Hourly,29.01,G,to 1 ,11.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5367,6615,BR95194,Annual,57513.0,CR27919,Casual hourly,36.26,G,to 1 ,11.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5368,6615,BR95194,Annual,57513.0,CR27917,Fortnightly,2204.5,G,to 1 ,11.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5369,6616,BR95195,Annual,58329.0,CR27922,Casual hourly,36.78,H,to 1 ,12.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5370,6616,BR95195,Annual,58329.0,CR27921,Hourly,29.42,H,to 1 ,12.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5371,6616,BR95195,Annual,58329.0,CR27920,Fortnightly,2235.7,H,to 1 ,12.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5372,6617,BR95196,Annual,58974.0,CR27925,Casual hourly,37.18,I,to 1 ,13.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5373,6617,BR95196,Annual,58974.0,CR27923,Fortnightly,2260.5,I,to 1 ,13.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5374,6617,BR95196,Annual,58974.0,CR27924,Hourly,29.74,I,to 1 ,13.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5375,6733,BR95294,Annual,67065.0,CR28217,Fortnightly,2570.6,,wm 2-2,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5376,6733,BR95294,Annual,67065.0,CR28219,Casual hourly,42.28,,wm 2-2,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5377,6733,BR95294,Annual,67065.0,CR28218,Hourly,33.82,,wm 2-2,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5378,6743,BR95303,Annual,67065.0,CR28246,Casual hourly,42.28,,sm 2-2,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5379,6743,BR95303,Annual,67065.0,CR28245,Hourly,33.82,,sm 2-2,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5380,6743,BR95303,Annual,67065.0,CR28244,Fortnightly,2570.6,,sm 2-2,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5381,6721,BR95283,Annual,50118.0,CR28184,Fortnightly,1921.0,,rw 2-2,6.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5382,6721,BR95283,Annual,50118.0,CR28186,Casual hourly,31.6,,rw 2-2,6.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5383,6721,BR95283,Annual,50118.0,CR28185,Hourly,25.28,,rw 2-2,6.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5384,6734,BR95295,Annual,68495.0,CR28220,Fortnightly,2625.4,,wm 2-3,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5385,6734,BR95295,Annual,68495.0,CR28222,Casual hourly,43.18,,wm 2-3,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5386,6734,BR95295,Annual,68495.0,CR28221,Hourly,34.54,,wm 2-3,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5387,6744,BR95304,Annual,68495.0,CR28247,Fortnightly,2625.4,,sm 2-3,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5388,6744,BR95304,Annual,68495.0,CR28249,Casual hourly,43.18,,sm 2-3,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5389,6744,BR95304,Annual,68495.0,CR28248,Hourly,34.54,,sm 2-3,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5390,6735,BR95296,Annual,70941.0,CR28225,Casual hourly,44.73,,wm 3-1,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5391,6735,BR95296,Annual,70941.0,CR28224,Hourly,35.78,,wm 3-1,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5392,6735,BR95296,Annual,70941.0,CR28223,Fortnightly,2719.2,,wm 3-1,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5393,6722,BR95284,Annual,50854.0,CR28187,Fortnightly,1949.2,,rw 2-3,7.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5394,6722,BR95284,Annual,50854.0,CR28189,Casual hourly,32.06,,rw 2-3,7.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5395,6722,BR95284,Annual,50854.0,CR28188,Hourly,25.65,,rw 2-3,7.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
